CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
1885	2817	31	0.9017	-18.011
2516	3483	31	0.9262	-3.993
1885	2815	31	0.9007	-12.011
2690	3521	31	0.9329	3.996
9848	33982	31	0.887	-14.052
50	2551	31	0.9185	0.027
2533	3521	31	0.9825	14.017
2574	2584	31	0.83	-60.024
2468	2752	31	0.8265	50.905
1285	3933	31	0.9648	9.002
91	1180	31	0.8716	14.004
575	3472	31	0.9375	-4.977
2584	2793	31	0.8217	-44.951
244	254	31	0.92	-14.015
1301	2108	31	0.8692	-30.950
3334	3336	31	0.9047	-18.006
3110	3521	31	0.9542	3.994
1958	2562	31	0.9096	14.022
2547	2793	31	0.8295	15.980
244	265	31	0.9096	-18.011
226	265	31	0.8766	-20.009
2727	2817	31	0.8868	30.953
4684	4998	31	0.846	2.016
1958	3336	31	0.896	70.948
1617	3472	31	0.9033	89.910
1710	2551	31	0.9338	-27.995
2954	3369	31	0.8298	-11.996
50	2563	31	0.8573	-14.015
1996	2061	31	0.9482	101.935
2547	2819	31	0.8828	32.024
412	2817	31	0.8747	-24.009
575	3334	31	0.9527	-15.004
1958	3334	31	0.9076	88.954
33982	42238	31	0.997	0.000
2351	2502	31	0.8642	2.975
1617	2110	31	0.9111	-42.035
1617	2815	31	0.9153	27.933
2574	2724	31	0.9278	-9.007
2563	2605	31	0.9287	0.027
2603	2724	31	0.8525	9.988
1349	1509	31	0.9118	18.013
226	488	31	0.9308	-18.014
2516	3933	31	0.9968	0.001
412	2110	31	0.8765	-87.977
2533	2974	31	0.9567	0.039
354	1301	31	0.8736	12.939
47	50	31	0.9192	-14.015
2533	107663	31	0.847	27.996
3334	3504	31	0.9509	24.004
1285	3110	31	0.9301	5.007
3472	3933	31	0.9348	31.989
9848	42238	31	0.9013	-14.052
34	2551	31	0.8958	17.992
354	1400	31	0.8631	15.972
2563	3022	31	0.9846	0.046
1285	2574	31	0.9566	-14.016
224	396	31	0.9206	-0.018
607	3110	31	0.9397	9.986
85	2809	31	0.8945	-27.964
3472	3521	31	0.9278	31.988
1285	3521	31	0.9636	9.001
2974	3503	31	0.8752	27.995
2516	2533	31	0.9894	-14.016
34	224	31	0.9358	18.011
1311	2110	31	0.8932	-12.991
3284	3334	31	0.9154	16.025
1509	2110	31	0.8768	-49.011
1301	2817	31	0.9214	1.000
607	2690	31	0.9288	9.984
354	1962	31	0.8933	0.997
2061	2351	31	0.8296	-60.003
3110	3933	31	0.9555	3.995
2724	2974	31	0.8761	18.046
1962	2108	31	0.8751	-19.007
265	488	31	0.8974	1.996
33945	42238	31	0.829	-14.016
396	1710	31	0.9333	27.995
1710	3472	31	0.9116	-13.977
2110	2562	31	0.8916	46.986
354	2108	31	0.866	-18.011
224	3056	31	0.8732	14.000
2543	2793	31	0.8498	-49.979
2110	2815	31	0.8879	69.968
2543	2724	31	0.8354	45.990
2496	2558	31	0.8719	-14.012
1617	3336	31	0.8947	61.877
575	1285	31	0.9487	18.010
1285	2516	31	0.9634	9.001
535	1885	31	0.8655	-4.004
2574	2603	31	0.9095	-18.995
1349	2597	31	0.8647	-0.059
1962	2817	31	0.9038	12.943
377	1349	31	0.8765	14.016
3521	3933	31	0.9934	0.001
2574	3056	31	0.8318	-8.971
1843	2635	31	0.8228	-18.972
2496	2547	31	0.869	-32.023
253	535	31	0.8849	44.009
3334	3472	31	0.9537	10.027
1885	1962	31	0.8845	-30.953
2597	2815	31	0.8834	39.029
265	1060	31	0.8616	-14.012
224	2551	31	0.9707	-0.018
253	2815	31	0.9061	27.995
2468	2793	31	0.8561	0.945
8240	33945	31	0.9421	0.000
1962	2727	31	0.8797	-18.010
607	1285	31	0.9398	4.979
3521	4684	31	0.9284	1.910
3284	3369	31	0.915	0.057
2690	3504	31	0.9223	-14.015
2603	2748	31	0.8295	-1.004
3110	3504	31	0.9445	-14.017
396	2543	31	0.8893	-32.007
85	2690	31	0.9319	0.031
2547	2558	31	0.855	18.011
377	1509	31	0.8892	32.029
2533	3933	31	0.9877	14.017
1958	2817	31	0.8857	31.004
575	3504	31	0.9561	9.001
1617	3334	31	0.9188	79.883
1311	1509	31	0.8577	36.020
4684	9852	31	0.894	4.031
3110	3483	31	0.9871	0.001
208	488	31	0.9273	-17.978
412	2815	31	0.8788	-18.009
2496	2819	31	0.8556	0.002
412	2562	31	0.876	-40.991
535	2815	31	0.8947	-16.015
2516	2690	31	0.9367	-3.995
226	244	31	0.9423	-1.998
47	2809	31	0.9058	0.028
1285	3504	31	0.9719	-9.010
607	2516	31	0.9286	13.979
1982	2061	31	0.8298	-18.011
2108	2817	31	0.8966	31.950
2690	3933	31	0.9281	3.996
2108	2785	31	0.8319	17.937
575	1710	31	0.9187	9.000
2562	2597	31	0.8851	-16.047
91	2110	31	0.9036	18.007
1710	2690	31	0.9216	14.016
412	1617	31	0.8947	-45.942
1180	2110	31	0.8983	4.003
2533	2724	31	0.8649	-18.007
2543	3056	31	0.8545	46.025
396	2551	31	0.9413	0.000
2690	3110	31	0.9744	0.001
50	224	31	0.9532	0.045
3504	3521	31	0.9287	18.011
412	3336	31	0.8845	15.935
2690	3483	31	0.9651	0.002
208	254	31	0.9383	-15.977
226	254	31	0.9122	-16.013
1617	1958	31	0.9333	-9.071
208	244	31	0.9089	-1.963
254	2562	31	0.8654	22.962
1958	2110	31	0.9475	-32.964
575	2551	31	0.9061	-18.995
1285	3334	31	0.9544	-33.014
2584	2603	31	0.8794	41.030
593	2785	31	0.8301	30.945
50	85	31	0.8518	42.007
396	3056	31	0.9316	14.018
412	1958	31	0.9001	-55.013
3472	3504	31	0.9478	13.977
3483	3521	31	0.9263	3.994
208	226	31	0.9362	0.035
1885	2562	31	0.8725	-34.992
2724	3056	31	0.9657	0.036
3483	3504	31	0.9466	-14.017
253	1958	31	0.9013	-9.009
2108	2727	31	0.8892	0.997
253	1617	31	0.9	0.061
396	2724	31	0.8917	13.982
253	1885	31	0.8871	40.005
1301	1885	31	0.8814	19.011
535	2562	31	0.8831	-38.997
1301	1962	31	0.8765	-11.942
354	2817	31	0.896	13.939
390	1400	31	0.859	18.081
3504	3933	31	0.9304	18.012
208	265	31	0.9411	-19.974
34	2809	31	0.8696	32.008
1617	2562	31	0.9004	4.951
607	3483	31	0.9282	9.986
2516	4684	31	0.9218	1.910
575	3284	31	0.9228	-31.029
3933	4684	31	0.9275	1.909
2533	2574	31	0.8682	-9.001
1958	2815	31	0.9069	37.004
62753	78277	32	0.7562	15.996
80854	86381	32	0.8955	14.014
59141	78277	32	0.7425	15.995
61740	75999	32	0.8699	0.036
48975	86381	32	0.8056	-0.002
31414	98909	32	0.791	0.002
62753	88845	32	0.8277	-52.061
31031	53936	32	0.8813	-14.017
72086	76353	32	0.7681	15.995
31414	31629	32	0.9182	0.066
86723	89363	32	0.7942	-0.094
80854	98909	32	0.8463	0.000
59141	62753	32	0.77	-0.001
63170	86381	32	0.9312	-0.003
80676	82461	32	0.8084	-14.015
31031	69588	32	0.9281	-0.001
78277	87159	32	0.7991	-64.041
31629	53936	32	0.8731	-0.064
86723	87159	32	0.7939	4.019
81130	89650	32	0.7408	17.975
59141	69621	32	0.804	-54.044
69621	89363	32	0.7687	1.885
31031	86381	32	0.8903	-0.003
31414	86381	32	0.8157	14.016
48975	51913	32	0.8057	-0.000
75999	76482	32	0.7807	220.144
88714	89363	32	0.7427	0.914
48975	69588	32	0.8099	0.000
62506	71951	32	0.759	20.021
53936	98909	32	0.8486	0.000
65697	79199	32	0.7771	14.015
73955	76482	32	0.792	0.144
31031	80854	32	0.8861	-14.017
31629	80854	32	0.8857	-0.063
62506	88714	32	0.7815	-52.071
31414	63170	32	0.7961	14.019
76569	82461	32	0.8319	-0.000
69621	75167	32	0.8115	74.077
62506	87572	32	0.7499	-53.078
31414	53936	32	0.9214	0.002
53936	68179	32	0.9575	0.004
63170	69588	32	0.9284	-0.001
78277	88845	32	0.773	-68.057
93833	93834	32	0.8135	-1.009
83690	89650	32	0.7589	-80.062
53936	69588	32	0.841	14.016
79199	80676	32	0.8263	-14.016
68179	69588	32	0.8311	14.012
80247	88755	32	0.8821	0.002
88714	88845	32	0.8044	1.011
53936	93145	32	0.8471	-0.001
63170	75378	32	0.871	14.015
53936	80854	32	0.9616	0.000
48975	75378	32	0.8669	14.016
75167	88714	32	0.7773	-73.105
89650	89700	32	0.7537	-1.010
62506	87501	32	0.7732	-48.038
31031	48975	32	0.8481	-0.001
87501	87572	32	0.8071	-5.040
75867	86723	32	0.7445	17.991
71345	75620	32	0.7704	2.016
87159	87501	32	0.745	-0.995
62753	75167	32	0.8414	20.033
75167	87159	32	0.8481	-68.078
81130	92661	32	0.7773	15.989
87159	89363	32	0.8052	-4.113
75167	75867	32	0.7666	-90.088
75867	88845	32	0.7718	17.994
89700	93834	32	0.8626	0.000
78277	88755	32	0.7516	136.128
83690	93834	32	0.7756	-81.073
62753	87159	32	0.7754	-48.045
31629	68179	32	0.8683	-0.059
75167	86723	32	0.8391	-72.097
68179	80854	32	0.9774	-0.004
61234	61740	32	0.75	1.004
87159	88714	32	0.7756	-5.028
86723	88714	32	0.7419	-1.009
69621	87159	32	0.7595	5.999
31629	75674	32	0.7576	-0.063
75378	80854	32	0.8371	-28.032
71951	88714	32	0.7432	-72.092
69621	86723	32	0.7558	1.980
87572	88714	32	0.8243	1.007
93145	98909	32	0.7831	0.001
31031	75378	32	0.9285	14.015
75167	78277	32	0.7968	-4.037
65748	86723	32	0.7514	-70.076
31414	68179	32	0.9218	0.006
69588	80854	32	0.8496	-14.016
69621	76353	32	0.7759	-16.031
78277	89363	32	0.7411	-68.154
75779	83690	32	0.7432	-119.017
75167	89363	32	0.8804	-72.191
65697	80676	32	0.8718	-0.001
64689	76482	32	0.7655	14.014
62753	89363	32	0.8034	-52.158
48975	63170	32	0.7803	0.001
50703	75779	32	0.7904	42.985
31629	98909	32	0.8269	-0.063
53936	63170	32	0.8397	14.017
75867	89363	32	0.7503	17.897
65748	78277	32	0.7596	-2.017
76353	89363	32	0.8056	17.917
31414	93145	32	0.8158	0.001
88845	89363	32	0.8493	-0.097
71951	87501	32	0.7451	-68.059
88714	93834	32	0.7722	-14.017
79199	82461	32	0.765	-28.030
86617	93833	32	0.8826	-68.063
31629	93145	32	0.7802	-0.065
75999	79199	32	0.8172	-0.037
71345	76569	32	0.7949	0.000
69588	86381	32	0.904	-0.002
74501	86175	32	0.7655	-69.070
59141	88845	32	0.8169	-52.062
86617	89650	32	0.8946	-68.062
86723	88845	32	0.8185	0.002
48975	68179	32	0.8296	-14.012
86381	88755	32	0.8364	0.003
89650	93833	32	0.9334	-0.001
86617	93834	32	0.756	-69.072
69621	78277	32	0.7476	70.039
76569	84626	32	0.786	-1.007
69621	76569	32	0.78	-14.016
31031	31414	32	0.8334	-14.019
69588	75378	32	0.8949	14.016
62753	65748	32	0.7704	18.013
78520	84626	32	0.7938	-0.003
62753	69621	32	0.7612	-54.044
75378	86381	32	0.8719	-14.018
61740	65697	32	0.8848	-14.015
31031	68179	32	0.8695	-14.013
68179	86381	32	0.8775	14.009
68179	75378	32	0.8201	28.028
82461	84626	32	0.7929	-1.006
75167	76353	32	0.8203	-90.108
31414	80854	32	0.9273	0.002
76569	78520	32	0.7632	-1.004
69621	88845	32	0.8173	1.982
31031	63170	32	0.9114	-0.000
63170	68179	32	0.8345	-14.012
84626	86175	32	0.7849	-1.009
87159	88845	32	0.8246	-4.017
75167	88845	32	0.8818	-72.094
78277	80247	32	0.7623	136.126
89650	93834	32	0.8203	-1.010
87501	88714	32	0.8745	-4.033
63170	80854	32	0.8612	-14.016
53936	86381	32	0.8642	14.014
62753	86723	32	0.7793	-52.064
76353	93448	32	0.7514	17.917
61740	80676	32	0.9372	-14.016
13665	13681	33	0.6568	1.002
68191	74524	40	0.6343	58.001
68191	76292	40	0.6291	57.000
74524	76292	40	0.6303	-1.002
39598	49829	42	0.7127	-34.057
23796	39598	42	0.6943	-50.000
23796	49829	42	0.6992	-84.058
23796	34241	42	0.717	-451.976
34241	39598	42	0.6805	401.976
23796	39239	42	0.6879	-299.996
34241	49829	42	0.6934	367.918
7535	24221	44	0.5742	-47.938
23640	24221	44	0.6041	-163.913
24221	38714	44	0.5509	-284.236
9889	31032	45	0.6012	-54.085
9650	9889	45	0.7243	-0.201
9505	9650	45	0.6574	0.094
34671	35740	46	0.6492	-1.003
26266	34671	46	0.7005	-24.000
37150	40711	47	0.6697	-64.994
3349	3650	48	0.6842	-11.109
3349	3535	48	0.6935	-0.004
3225	4026	48	0.6657	-66.013
3632	3650	48	0.7324	44.055
3650	3802	48	0.6605	-44.054
1646	2834	48	0.6765	16.956
3009	3343	48	0.665	-36.018
3535	3632	48	0.7209	-55.160
3009	3328	48	0.6611	-17.001
498	3319	48	0.6793	43.922
3225	3535	48	0.6842	1.120
3328	3360	48	0.6673	17.001
3328	3349	48	0.6833	33.993
3319	4026	48	0.7076	-63.047
3349	3802	48	0.6809	-55.163
3319	3349	48	0.6908	4.089
498	3225	48	0.6808	46.887
3348	3650	48	0.6743	-28.100
3348	3632	48	0.6668	-72.154
3319	3650	48	0.6759	-7.020
3225	3632	48	0.6709	-54.040
3319	3802	48	0.6941	-51.074
3225	3348	48	0.6899	18.114
3225	3650	48	0.6821	-9.986
498	3535	48	0.6611	48.007
3632	4034	48	0.673	16.025
498	3349	48	0.6789	48.011
306	3349	48	0.6829	5.012
3535	3650	48	0.666	-11.105
3348	4026	48	0.7235	-84.126
3319	3348	48	0.6839	21.079
3225	3349	48	0.7015	1.124
3535	3802	48	0.6696	-55.159
306	3535	48	0.6672	5.008
306	3802	48	0.6624	-50.151
3225	3319	48	0.6994	-2.965
2834	3225	48	0.6755	1.959
3009	3535	48	0.6852	16.988
3349	3632	48	0.6776	-55.164
3319	3535	48	0.6757	4.085
6418	6528	50	0.5597	137.950
37204	48350	51	0.8037	-0.000
20639	48350	51	0.8448	-61.948
20639	27160	51	0.9239	0.000
27160	48350	51	0.8391	-61.948
29477	43496	57	0.8677	-17.028
46990	47005	57	0.9581	-2.000
43496	51784	57	0.8713	-2.918
29854	46990	57	0.9133	-19.948
29854	40309	57	0.936	-33.962
30980	39357	57	0.8185	2.003
30980	36953	57	0.7712	5.935
32565	44292	57	0.9196	-19.028
39814	43102	57	0.9026	39.896
30198	43496	57	0.8684	-15.020
28849	30031	57	0.849	0.049
41891	43601	57	0.9392	-1.998
30356	30980	57	0.7899	-1.996
39290	53128	57	0.9023	15.962
36953	36958	57	0.9507	1.999
40276	41974	57	0.9088	-19.947
41974	47004	57	0.9022	33.963
39805	44292	57	0.8807	41.900
29857	39142	57	0.8503	-45.077
40310	47004	57	0.8973	12.015
32057	34983	57	0.8385	-2.949
41893	49583	57	0.8745	2.012
32840	39069	57	0.8758	-45.002
29854	31231	57	0.9105	0.017
41535	43102	57	0.9768	-1.997
8681	41974	57	0.8987	-63.955
30000	40276	57	0.9143	-35.963
38938	42509	57	0.9091	-0.001
30000	43102	57	0.9467	-14.016
32163	40493	57	0.7701	16.925
46401	47143	57	0.8899	82.007
36936	41908	57	0.7968	87.955
40493	42295	57	0.782	0.037
40923	41908	57	0.9002	-2.000
40309	40310	57	0.9616	-1.998
29854	41535	57	0.9151	-14.018
43102	44292	57	0.9229	1.000
38412	39123	57	0.8835	1.993
32565	32818	57	0.8255	-2.000
44292	49583	57	0.879	-19.933
46491	46515	57	0.9297	-1.998
40309	47005	57	0.9092	12.013
17671	38871	57	0.8039	-42.986
39244	39398	57	0.8044	-1.006
32057	32909	57	0.854	0.038
39814	47005	57	0.9184	33.964
43601	44841	57	0.9172	-1.996
43496	49583	57	0.898	-16.918
32909	52942	57	0.8532	-45.048
28849	39832	57	0.8627	-12.012
31231	39353	57	0.8557	-32.026
39290	41974	57	0.9179	-1.911
32909	34983	57	0.87	-2.987
39805	46401	57	0.8949	-48.039
29854	40310	57	0.9235	-35.960
41891	44841	57	0.9004	-3.994
26558	30000	57	0.9296	-1.999
41535	47005	57	0.9167	-7.930
39814	40309	57	0.9028	21.950
39814	41974	57	0.9216	-1.997
41893	47143	57	0.8855	14.013
32856	34904	57	0.9342	-2.982
28849	30058	57	0.8721	2.001
39353	43102	57	0.9076	15.994
6325	39353	57	0.846	-156.017
30356	39358	57	0.847	-1.992
29477	30058	57	0.8724	2.018
43496	47143	57	0.8816	-4.917
36958	39329	57	0.8609	-3.931
34904	38871	57	0.8865	-45.018
26558	31231	57	0.8968	0.017
34983	39244	57	0.8213	-45.018
41535	44292	57	0.9059	-0.997
17671	42295	57	0.8009	-43.006
39806	51784	57	0.8617	37.964
39814	41535	57	0.9179	41.894
39806	46401	57	0.8914	-46.042
36946	39404	57	0.7756	-3.928
36946	40923	57	0.8773	87.960
30000	47004	57	0.9255	-21.946
39805	43496	57	0.8842	38.885
32909	43102	57	0.9125	-19.031
39805	47143	57	0.8822	33.968
30000	40309	57	0.9462	-31.963
42855	49583	57	0.8668	1.922
39123	41535	57	0.91	-16.033
30356	39404	57	0.7937	1.003
36946	39558	57	0.7485	-3.986
29857	34983	57	0.8771	0.010
32163	33718	57	0.7628	-1.992
29592	30356	57	0.7817	2.994
41893	41908	57	0.8457	44.019
33381	38871	57	0.8368	16.983
40923	43601	57	0.7877	-0.998
39814	46491	57	0.9139	-48.044
29857	32909	57	0.8772	2.997
26558	46990	57	0.9028	-19.948
8681	39290	57	0.8928	-62.043
41535	46990	57	0.9093	-5.930
40276	46491	57	0.8925	-65.994
40276	40310	57	0.9233	2.002
39290	46515	57	0.9073	-49.956
33381	42295	57	0.7849	16.963
32840	54296	57	0.8171	-42.044
39805	51784	57	0.8881	35.967
30000	47005	57	0.928	-19.949
39290	39814	57	0.9415	0.085
32565	32856	57	0.8705	1.001
40310	43102	57	0.9018	19.944
36943	36958	57	0.8857	3.993
33381	40493	57	0.7798	16.926
32057	33785	57	0.8098	-0.036
39290	41535	57	0.9087	41.979
30355	36958	57	0.783	3.941
39814	53128	57	0.9101	15.877
32565	54296	57	0.8373	-45.041
39814	46515	57	0.9172	-50.042
36946	36958	57	0.7942	1.007
35015	39142	57	0.7829	-44.061
36943	36953	57	0.9118	1.994
34904	34983	57	0.8985	-2.003
39142	39244	57	0.9604	0.069
39806	43496	57	0.8783	40.882
36946	39385	57	0.7614	-5.931
35015	39398	57	0.849	-44.997
40276	40309	57	0.9172	4.000
26558	47005	57	0.9075	-21.948
32856	32909	57	0.9503	-1.998
32163	38871	57	0.7952	16.981
39805	39806	57	0.8894	-1.997
34904	39123	57	0.8746	-0.016
41974	46515	57	0.9012	-48.045
39806	47143	57	0.8702	35.965
32565	39069	57	0.9048	-47.999
29477	30198	57	0.8957	-2.008
32909	39142	57	0.855	-48.074
46401	49583	57	0.878	70.006
29477	44292	57	0.9174	-14.014
29854	30443	57	0.8928	2.072
40309	47004	57	0.8953	10.016
40276	46515	57	0.9065	-67.991
39329	39357	57	0.7389	-2.001
36946	36953	57	0.7601	-0.991
30031	38452	57	0.8345	-32.086
38871	42295	57	0.8188	-0.019
40276	47004	57	0.9315	14.017
29592	39357	57	0.7616	3.000
46401	51784	57	0.8839	84.006
28849	29477	57	0.9208	-0.017
36958	41891	57	0.8825	87.953
32565	32909	57	0.8598	-0.998
30000	38412	57	0.9077	2.021
41908	49583	57	0.8708	-42.007
40309	46990	57	0.9353	14.014
30356	39329	57	0.7392	2.007
26558	42509	57	0.8802	-12.003
32163	33381	57	0.8289	-0.001
44292	46401	57	0.8918	-89.939
8345	39805	57	0.8738	-61.944
41974	46491	57	0.9116	-46.047
46990	47004	57	0.9105	-3.997
47004	47005	57	0.9325	1.997
29477	42795	57	0.8729	-16.026
30443	31231	57	0.8713	-2.055
40923	41891	57	0.8058	1.000
29857	32057	57	0.8521	2.959
42509	46990	57	0.8916	-7.945
32856	41535	57	0.9296	-19.032
8345	39806	57	0.8674	-63.942
29854	47005	57	0.9183	-21.948
42795	43496	57	0.8726	-1.002
39357	39404	57	0.8312	0.996
39142	39398	57	0.8292	-0.936
32856	39123	57	0.8716	-2.999
38871	39244	57	0.9216	-2.002
8681	46491	57	0.8913	-110.002
43102	47005	57	0.9207	-5.933
40276	43102	57	0.902	21.947
39069	39244	57	0.8166	-1.003
30000	40310	57	0.9414	-33.961
39814	40276	57	0.9151	17.950
34904	53128	57	0.8981	-42.066
28849	44292	57	0.8863	-14.031
32909	39353	57	0.8533	-35.025
46401	46515	57	0.8978	-0.999
26558	29854	57	0.9236	-0.000
44292	47143	57	0.8846	-7.932
36953	43601	57	0.8759	87.953
32565	32840	57	0.8991	-2.997
32856	53128	57	0.8876	-45.048
30000	31231	57	0.9043	2.016
30355	39329	57	0.8505	0.011
39357	39358	57	0.853	-1.999
39806	49583	57	0.8695	23.964
30198	42795	57	0.878	-14.018
30058	42001	57	0.741	-32.964
39805	49583	57	0.8871	21.967
29854	30000	57	0.9517	-1.999
39329	41891	57	0.7802	91.884
36936	36946	57	0.8379	1.995
30980	39358	57	0.8506	0.004
42795	44292	57	0.8855	2.012
30058	32818	57	0.8316	0.996
39290	40276	57	0.9069	18.035
47143	49583	57	0.9103	-12.001
43496	46401	57	0.8826	-86.924
32856	38871	57	0.8666	-48.001
43102	47004	57	0.9158	-7.930
26558	40309	57	0.9272	-33.962
34983	39142	57	0.8407	-45.087
30356	39357	57	0.8569	0.007
41535	42509	57	0.9103	2.015
26558	40310	57	0.9185	-35.960
17671	33381	57	0.8116	-59.969
8345	51784	57	0.8499	-25.978
38412	47004	57	0.8979	-23.967
28738	39385	57	0.8131	-0.004
38871	39069	57	0.8492	-0.999
40310	47005	57	0.9433	14.012
36953	39358	57	0.7979	-5.932
38871	40493	57	0.8181	-0.057
47143	51784	57	0.9058	1.999
39290	46491	57	0.904	-47.959
39290	47004	57	0.9009	32.052
34983	52942	57	0.8344	-42.061
29477	32818	57	0.8715	3.015
52355	71301	58	0.8143	-42.047
52355	53309	58	0.73	-87.012
30143	33532	58	0.6929	39.011
34220	38370	58	0.6138	-14.016
67582	77094	58	0.6793	6.959
53309	71301	58	0.7172	44.964
42409	47405	58	0.8037	60.980
21886	32186	58	0.6301	49.982
47545	63882	58	0.7207	-42.003
37911	61816	58	0.8147	-69.060
37911	82842	58	0.7487	43.004
47609	63882	58	0.7297	-42.995
37911	61893	58	0.8743	-68.063
47545	61816	58	0.7507	-111.063
39175	42409	58	0.7726	44.987
39175	61893	58	0.7001	-5.101
61816	63866	58	0.7137	-1.004
53188	61816	58	0.7266	14.997
79434	82842	58	0.7488	-0.003
69280	71301	58	0.7891	-33.984
67582	71301	58	0.7444	1.004
42409	82842	58	0.77	60.978
47545	82842	58	0.7514	1.001
37911	42409	58	0.7426	-17.974
52355	79434	58	0.7219	14.016
37911	39175	58	0.7236	-62.961
50770	79434	58	0.7523	0.013
33532	34220	58	0.7083	-51.067
42409	47609	58	0.7673	60.969
47609	50770	58	0.8555	-0.000
29945	32137	58	0.6014	39.008
47545	50770	58	0.7568	0.992
47405	47609	58	0.8619	-0.012
39175	50770	58	0.7486	105.956
37911	50770	58	0.7286	42.995
47405	79434	58	0.7636	0.001
39175	47609	58	0.8218	105.956
33532	47545	58	0.8131	14.992
53188	56610	58	0.6773	-33.958
37911	41241	58	0.6949	91.011
47405	82842	58	0.8647	-0.003
47609	79434	58	0.7818	0.012
37911	47405	58	0.7607	43.006
50770	61893	58	0.7392	-111.057
47405	50770	58	0.8499	-0.012
47405	63882	58	0.7855	-43.006
21886	34220	58	0.6719	-35.072
33532	63882	58	0.7265	-27.011
42409	61816	58	0.7008	-51.086
47609	61893	58	0.7439	-111.058
69280	77094	58	0.6221	-28.029
47405	52355	58	0.8285	-14.015
32137	63866	58	0.623	-96.073
47609	82842	58	0.8489	0.009
47545	63866	58	0.7077	-112.068
63882	82842	58	0.7568	43.004
47545	47609	58	0.7768	0.992
47405	47545	58	0.7866	-1.004
52355	67018	58	0.6973	-111.068
52355	67582	58	0.6908	-43.051
61816	61893	58	0.8314	0.997
30143	40198	58	0.7088	15.995
50770	82842	58	0.8342	0.009
47545	52355	58	0.7687	-13.012
32186	33532	58	0.725	-33.988
21886	53188	58	0.7542	-95.074
53188	61893	58	0.8681	15.995
52355	82842	58	0.808	14.013
47609	52355	58	0.7279	-14.004
42409	50770	58	0.783	60.969
42409	47545	58	0.7116	59.977
67582	69280	58	0.7374	34.988
30143	32186	58	0.6897	72.999
50770	63882	58	0.7259	-42.994
42409	63882	58	0.7473	17.974
37911	63882	58	0.8795	0.000
42409	61893	58	0.7312	-50.089
61893	82842	58	0.7553	111.067
34220	53188	58	0.7161	-60.002
61893	63882	58	0.9097	68.063
61816	63882	58	0.812	69.060
39175	47405	58	0.7588	105.968
41121	79955	61	0.5522	-95.058
19261	79955	61	0.5027	-274.399
19261	59668	61	0.5204	-134.375
27724	31404	64	0.9372	0.002
21234	31439	64	0.7347	-0.012
33134	33650	64	0.7321	-1.002
33134	40124	64	0.7338	214.067
27766	31292	64	0.9487	1.997
31292	38559	64	0.7075	87.064
27724	27842	64	0.7469	-1.997
40137	41012	64	0.8349	352.211
31292	47282	64	0.6676	87.066
23249	27766	64	0.7687	-17.973
21042	23249	64	0.6714	0.009
39374	47691	64	0.8173	85.908
36891	40137	64	0.6737	-351.213
34682	40081	64	0.6985	-14.033
27724	27766	64	0.7538	-0.993
40124	51840	64	0.7513	-302.801
40081	40137	64	0.7893	-353.212
27863	39374	64	0.6928	-30.868
27824	31314	64	0.7013	-0.000
37877	46588	64	0.7382	-0.003
31252	31292	64	0.938	1.998
37877	38830	64	0.7405	-18.010
27766	27842	64	0.6828	-1.004
38830	46588	64	0.7168	18.007
31404	31479	64	0.7	-1.997
31292	31404	64	0.8018	-1.003
31292	47691	64	0.7193	55.040
37877	38559	64	0.8304	1.995
31252	31404	64	0.7818	0.995
31439	33134	64	0.6777	-26.019
23249	27863	64	0.7603	-15.975
19462	21880	64	0.7183	14.013
19462	40124	64	0.69	167.139
27724	31479	64	0.6972	-1.995
23249	23386	64	0.7537	0.056
31252	37877	64	0.6943	87.067
40138	41012	64	0.6857	353.209
31439	31479	64	0.6637	0.075
31004	40081	64	0.6803	16.996
37877	47282	64	0.8121	1.997
27863	38559	64	0.6765	87.064
46588	47282	64	0.6695	2.000
40136	40138	64	0.7164	-2.000
30633	47691	64	0.6636	-14.020
38559	47282	64	0.8467	0.001
40081	40136	64	0.8173	-352.209
31252	31479	64	0.6883	-1.002
31004	36891	64	0.7292	14.997
27863	31404	64	0.7925	-1.003
